,carat,cut,color,clarity,depth,table,x,y,z,price,carat_bin
13765,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,13196,Extra Large
13766,0.9,Good,E,SI2,62.0,63.0,6.09,6.14,3.79,3218,Large
13767,1.05,Premium,G,VS2,61.9,59.0,6.56,6.52,4.05,5821,Large
13768,1.5,Premium,H,VS2,61.6,55.0,7.43,7.37,4.56,10750,Extra Large
13769,0.5,Premium,J,SI1,60.7,58.0,5.13,5.11,3.11,1125,Medium
13770,0.43,Ideal,H,IF,61.9,55.0,4.87,4.89,3.02,1151,Medium
13771,0.34,Very Good,H,VS2,63.1,56.0,4.46,4.41,2.8,689,Small
13772,0.71,Very Good,G,SI2,63.4,56.0,5.71,5.6,3.59,1740,Large
13773,0.38,Premium,D,VS1,62.4,59.0,4.6,4.63,2.88,1067,Small
13774,0.5,Very Good,G,VVS1,61.3,57.0,5.15,5.07,3.13,1940,Medium
13775,0.43,Ideal,E,VS2,62.8,56.0,4.86,4.79,3.03,1048,Medium
13776,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5956,Large
13777,0.9,Premium,H,VS2,62.7,59.0,6.15,6.1,3.84,4082,Large
13778,0.53,Very Good,F,SI1,60.9,56.0,5.21,5.23,3.18,1291,Medium
13779,0.33,Ideal,H,VVS1,62.2,55.0,4.44,4.4,2.75,965,Small
13780,0.4,Ideal,G,VVS2,61.4,53.0,4.73,4.81,2.93,883,Small
13781,0.41,Good,I,SI1,63.8,57.0,4.67,4.7,2.99,611,Medium
13782,0.61,Ideal,D,SI1,61.6,55.0,5.49,5.51,3.39,1904,Medium
13784,0.92,Premium,F,SI2,62.1,59.0,6.26,6.21,3.87,3787,Large
13785,1.0,Very Good,D,VS2,62.6,58.0,6.31,6.38,3.97,6762,Large
13786,0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63,2803,Medium
13787,0.42,Ideal,F,VVS2,62.2,56.0,4.82,4.79,2.99,1221,Medium
13788,0.72,Very Good,G,VVS2,60.1,60.0,5.79,5.82,3.49,3449,Large
13789,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4081,Large
13790,0.37,Premium,F,SI1,62.4,59.0,4.6,4.56,2.86,791,Small
13791,1.15,Good,H,VS1,64.3,54.0,6.66,6.62,4.27,5935,Extra Large
13792,0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2886,Large
13793,0.73,Ideal,H,SI1,61.5,55.0,5.79,5.84,3.57,2605,Large
13794,0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,593,Small
13795,0.55,Ideal,E,SI1,62.1,55.0,5.21,5.26,3.25,1551,Medium
13796,0.41,Ideal,F,VVS2,61.9,55.0,4.79,4.78,2.96,1192,Medium
13797,0.73,Ideal,F,SI2,62.5,56.0,5.73,5.75,3.59,2455,Large
13798,1.07,Ideal,H,SI1,61.5,54.0,6.64,6.6,4.07,3415,Extra Large
13799,1.03,Ideal,I,SI1,61.1,55.0,6.53,6.57,4.0,4782,Large
13800,1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,8596,Extra Large
13801,0.31,Ideal,F,IF,60.7,56.0,4.42,4.45,2.69,901,Small
13802,1.12,Premium,H,SI1,61.9,59.0,6.66,6.52,4.08,5291,Extra Large
13803,0.47,Very Good,G,VVS1,60.6,55.0,5.05,5.09,3.07,1780,Medium
13804,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47,13194,Extra Large
13805,0.54,Ideal,D,VVS1,61.3,56.0,5.24,5.26,3.22,4042,Medium
13806,0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52,3504,Medium
13807,0.7,Ideal,E,SI2,62.0,58.0,5.66,5.7,3.52,2332,Medium
13808,1.61,Premium,H,SI1,62.8,58.0,7.47,7.4,4.67,7754,Extra Large
13809,1.22,Very Good,H,I1,61.6,56.0,6.8,6.87,4.21,3663,Extra Large
13810,0.27,Ideal,H,IF,61.6,56.0,4.18,4.21,2.58,566,Small
13811,0.5,Premium,H,SI1,58.7,59.0,5.15,5.11,3.01,1091,Medium
13812,0.51,Very Good,F,VS2,63.1,57.0,5.1,5.08,3.21,1574,Medium
13813,0.52,Premium,E,VS2,60.9,58.0,5.2,5.18,3.16,1646,Medium
13814,1.0,Premium,D,SI2,62.0,60.0,6.38,6.3,3.93,3634,Large
13815,0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,1356,Medium
13816,0.31,Very Good,D,SI1,63.0,54.0,4.32,4.35,2.73,571,Small
13817,0.53,Ideal,G,SI1,61.8,58.0,5.16,5.19,3.2,1255,Medium
13818,0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35,2800,Medium
13819,0.7,Very Good,F,SI1,59.4,59.0,5.75,5.8,3.43,2573,Medium
13820,0.56,Ideal,G,VS2,60.9,56.0,5.34,5.36,3.26,1662,Medium
13821,0.36,Ideal,D,VS2,61.0,56.0,4.63,4.59,2.81,1094,Small
13822,0.9,Ideal,G,VVS2,61.6,56.0,6.2,6.23,3.83,6302,Large
13823,1.05,Very Good,E,SI1,59.7,57.0,6.63,6.71,3.98,6224,Large
13824,1.0,Premium,J,SI1,60.8,58.0,6.44,6.39,3.9,3780,Large
13825,0.6,Ideal,E,VVS1,62.0,53.7,5.4,5.44,3.36,3082,Medium
13826,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,521,Small
13827,1.01,Fair,D,SI1,66.9,54.0,6.25,6.21,4.17,4751,Large
13828,1.0,Very Good,G,SI2,63.3,56.0,6.38,6.29,4.01,3920,Large
13829,0.71,Very Good,I,VS1,63.1,57.0,5.68,5.58,3.55,2202,Large
13830,0.4,Premium,D,SI2,61.1,58.0,4.73,4.76,2.9,666,Small
13831,0.31,Ideal,D,VS1,61.1,56.0,4.33,4.37,2.66,713,Small
13832,0.34,Premium,D,VS2,60.4,60.0,4.51,4.56,2.74,805,Small
13833,0.9,Premium,D,SI2,62.9,56.0,6.19,6.09,3.86,4007,Large
13834,1.2,Very Good,J,SI1,61.3,59.0,6.83,6.9,4.21,4891,Extra Large
13835,2.01,Ideal,J,SI2,60.8,57.0,8.15,8.13,4.95,13253,Extra Large
13836,1.0,Good,E,SI1,61.6,62.0,6.35,6.42,3.93,5784,Large
13837,2.03,Very Good,E,SI2,63.0,61.0,7.99,8.04,5.05,15690,Extra Large
13838,1.55,Premium,H,SI2,58.0,60.0,7.61,7.58,4.41,6458,Extra Large
13839,0.3,Good,E,VVS1,61.5,62.0,4.28,4.34,2.65,702,Small
13840,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,828,Small
13841,0.3,Ideal,F,SI1,61.4,55.0,4.34,4.36,2.67,475,Small
13842,0.5,Good,E,SI1,63.2,57.0,5.03,5.06,3.19,1316,Medium
13843,1.01,Premium,G,I1,61.1,61.0,6.49,6.35,3.92,3014,Large
13844,1.54,Ideal,H,VVS2,62.6,56.0,7.35,7.42,4.62,12061,Extra Large
13845,0.79,Ideal,I,VS1,62.2,57.0,5.89,5.94,3.68,2958,Large
13846,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,666,Small
13847,0.7,Premium,F,SI1,61.9,58.0,5.69,5.65,3.51,2319,Medium
13848,0.38,Premium,H,VS2,60.9,60.0,4.67,4.62,2.83,898,Small
13849,0.93,Premium,E,SI2,60.5,57.0,6.37,6.32,3.84,4250,Large
13850,1.01,Very Good,H,VS1,63.0,55.0,6.35,6.41,4.02,5055,Large
13851,0.9,Good,G,I1,63.6,61.0,6.07,6.03,3.85,2344,Large
13852,0.74,Very Good,E,SI2,59.9,59.0,5.93,5.95,3.56,2638,Large
13853,0.31,Very Good,J,SI2,63.3,58.0,4.35,4.34,2.75,430,Small
13854,0.28,Very Good,E,VVS2,61.8,58.0,4.2,4.24,2.61,642,Small
13855,0.3,Very Good,G,VVS1,63.2,58.0,4.25,4.23,2.68,1013,Small
13856,0.8,Very Good,H,VVS1,61.9,56.0,5.93,5.96,3.69,3737,Large
13857,1.51,Ideal,F,SI1,61.5,55.0,7.39,7.35,4.53,12152,Extra Large
13858,0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74,544,Small
13859,0.4,Premium,E,VS1,62.4,54.0,4.75,4.71,2.95,1125,Small
13860,1.07,Very Good,F,VS1,62.0,56.0,6.51,6.55,4.05,7513,Extra Large
13861,0.52,Ideal,D,VS2,61.6,55.0,5.2,5.15,3.19,1919,Medium
13862,1.03,Very Good,G,SI2,61.4,54.0,6.52,6.57,4.02,4466,Large
13863,0.4,Ideal,G,SI2,62.6,54.0,4.73,4.76,2.97,573,Small
13864,0.59,Ideal,D,SI1,61.7,56.0,5.39,5.43,3.34,1671,Medium
13865,0.26,Ideal,H,IF,62.1,55.0,4.09,4.13,2.55,545,Small
13866,0.34,Ideal,E,SI2,62.0,56.0,4.48,4.45,2.77,612,Small
13867,0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,1935,Medium
13868,1.23,Good,G,SI1,63.1,56.0,6.78,6.81,4.29,6545,Extra Large
13869,1.01,Very Good,J,SI1,63.0,54.0,6.35,6.41,4.02,4194,Large
13870,0.52,Very Good,F,VVS2,62.1,58.0,5.12,5.16,3.19,2064,Medium
13871,1.51,Premium,J,VS2,60.7,60.0,7.43,7.36,4.49,7357,Extra Large
13872,0.42,Ideal,H,VS1,61.0,57.0,4.85,4.89,2.97,1299,Medium
13873,0.38,Ideal,F,VS2,61.2,57.0,4.67,4.64,2.85,889,Small
13874,1.7,Ideal,H,SI1,62.2,53.0,7.67,7.6,4.75,9425,Extra Large
13875,0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,743,Small
13876,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,453,Small
13877,0.34,Ideal,E,SI1,61.7,56.0,4.49,4.52,2.78,596,Small
13878,1.17,Very Good,H,SI2,63.1,58.0,6.72,6.64,4.22,4455,Extra Large
13879,1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,7602,Large
13880,1.5,Premium,G,VS1,62.7,58.0,7.3,7.25,4.56,14234,Extra Large
13881,1.44,Premium,H,SI2,62.1,55.0,7.25,7.2,4.49,7419,Extra Large
13882,1.1,Ideal,J,SI2,62.0,59.0,6.58,6.61,4.09,4226,Extra Large
13883,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,693,Small
13884,1.02,Ideal,F,VS1,62.2,57.0,6.39,6.43,3.99,7836,Large
13885,1.01,Very Good,G,VS1,63.5,59.0,6.36,6.31,4.02,6529,Large
13886,1.0,Premium,G,SI2,62.5,59.0,6.41,6.33,3.98,3136,Large
13887,0.54,Ideal,H,VVS1,61.7,57.0,5.23,5.24,3.23,1846,Medium
13888,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1877,Large
13889,0.51,Ideal,F,SI2,61.1,56.0,5.18,5.21,3.17,1139,Medium
13890,0.32,Ideal,H,VVS2,62.0,55.0,4.42,4.39,2.73,828,Small
13891,1.01,Premium,D,VS2,59.2,56.0,6.48,6.43,3.82,6108,Large
13892,0.46,Ideal,I,VS2,62.2,54.7,4.95,4.97,3.09,893,Medium
13893,1.08,Premium,G,VS1,62.0,60.0,6.55,6.51,4.05,6689,Extra Large
13894,0.4,Ideal,F,VS1,61.8,54.0,4.75,4.77,2.94,917,Small
13895,0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59,3590,Large
13896,1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41,6544,Extra Large
13897,0.28,Very Good,F,VS1,60.8,58.0,4.24,4.28,2.59,487,Small
13898,0.35,Premium,I,VS1,60.7,62.0,4.59,4.53,2.77,709,Small
13899,1.71,Ideal,E,SI2,61.9,57.0,7.69,7.65,4.75,11816,Extra Large
13900,1.32,Premium,H,SI1,61.5,61.0,7.05,6.97,4.31,7163,Extra Large
13901,0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22,1634,Medium
13902,0.31,Ideal,E,VS2,61.4,54.0,4.38,4.41,2.7,680,Small
13903,0.56,Very Good,E,VVS2,60.7,57.0,5.31,5.36,3.24,2442,Medium
13904,0.4,Very Good,E,SI1,62.2,54.4,4.72,4.76,2.95,837,Small
13905,1.21,Premium,G,VS2,63.0,58.0,6.72,6.67,4.22,7318,Extra Large
13906,0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89,982,Small
13907,0.34,Premium,I,SI1,60.4,56.0,4.56,4.54,2.75,589,Small
13908,0.51,Ideal,G,VS2,62.4,56.0,5.11,5.14,3.2,1438,Medium
13909,0.43,Ideal,D,VS2,62.0,55.0,4.81,4.86,3.0,1056,Medium
13910,0.5,Good,D,SI1,63.6,58.0,5.05,5.08,3.22,1436,Medium
13911,0.3,Premium,G,VVS1,60.5,59.0,4.33,4.36,2.63,789,Small
13912,1.22,Ideal,I,SI1,61.7,55.2,6.84,6.9,4.24,6062,Extra Large
13913,0.46,Ideal,H,VS2,61.5,55.0,4.98,5.01,3.07,1252,Medium
13914,1.13,Ideal,H,SI2,62.5,57.0,6.67,6.71,4.18,4584,Extra Large
13915,0.76,Very Good,G,SI1,62.6,56.0,5.86,5.9,3.68,2652,Large
13916,0.3,Ideal,E,VS2,60.2,57.0,4.36,4.38,2.63,658,Small
13917,0.37,Premium,F,SI1,60.3,58.0,4.66,4.62,2.8,791,Small
13918,1.21,Ideal,G,VS2,61.5,56.0,6.83,6.88,4.22,8294,Extra Large
13919,0.91,Ideal,F,VS2,62.6,55.0,6.2,6.23,3.89,5261,Large
13920,1.23,Ideal,G,VS2,62.4,57.0,6.83,6.88,4.28,8085,Extra Large
13921,1.01,Very Good,F,VS1,63.7,56.0,6.27,6.33,4.01,7001,Large
13922,1.1,Ideal,H,VVS2,59.7,58.0,6.76,6.7,4.01,6616,Extra Large
13923,0.53,Ideal,I,IF,62.1,55.0,5.18,5.22,3.23,1654,Medium
13924,0.31,Very Good,E,SI1,63.1,55.0,4.36,4.33,2.74,698,Small
13925,1.51,Ideal,E,SI2,62.7,55.0,7.27,7.18,4.53,7272,Extra Large
13926,0.72,Very Good,F,SI1,62.2,59.0,5.72,5.76,3.57,2404,Large
13927,0.71,Very Good,D,SI1,63.2,56.0,5.69,5.73,3.61,2652,Large
13928,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2409,Medium
13929,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4395,Extra Large
13930,1.08,Premium,F,SI2,60.2,59.0,6.6,6.65,3.99,4407,Extra Large
13931,0.79,Ideal,E,SI1,62.1,54.0,5.92,5.96,3.69,3107,Large
13932,0.41,Ideal,H,SI1,62.4,53.0,4.78,4.81,2.99,722,Medium
13933,0.43,Ideal,E,SI1,62.9,56.0,4.83,4.8,3.03,1016,Medium
13934,0.58,Ideal,G,VS2,61.9,56.0,5.34,5.38,3.32,1636,Medium
13935,0.39,Very Good,J,VVS1,61.8,56.0,4.64,4.71,2.89,718,Small
13936,1.07,Ideal,G,SI1,61.9,55.0,6.62,6.57,4.08,5444,Extra Large
13937,1.0,Ideal,H,SI1,60.3,56.0,6.54,6.52,3.94,4788,Large
13938,0.43,Ideal,E,VS2,62.2,57.0,4.84,4.8,3.0,1048,Medium
13939,0.35,Premium,D,SI1,60.1,61.0,4.59,4.56,2.75,827,Small
13940,0.44,Good,E,SI1,63.4,57.0,4.81,4.85,3.06,756,Medium
13941,0.42,Premium,H,VVS2,62.4,57.0,4.83,4.78,3.0,984,Medium
13942,0.31,Ideal,G,VVS1,62.0,56.0,4.38,4.4,2.72,789,Small
13943,1.01,Very Good,I,SI2,62.1,56.0,6.41,6.45,3.99,3770,Large
13944,2.26,Ideal,G,SI2,61.9,57.0,8.44,8.36,5.2,12831,Extra Large
13945,0.34,Premium,D,SI1,62.0,58.0,4.47,4.43,2.76,750,Small
13946,0.45,Ideal,D,SI1,60.6,55.0,4.99,4.97,3.02,1027,Medium
13947,1.8,Good,F,SI2,57.9,58.0,8.08,8.13,4.69,12196,Extra Large
13948,0.43,Premium,G,VVS1,62.2,58.0,4.78,4.83,2.99,1207,Medium
13949,1.6,Ideal,I,SI2,61.9,57.0,7.51,7.48,4.64,8530,Extra Large
13950,0.46,Good,F,IF,56.2,61.0,5.16,5.24,2.92,1806,Medium
13951,0.4,Premium,H,VS1,61.8880829015544,58.0,4.71,4.68,2.94,1035,Small
13952,1.01,Very Good,F,SI1,62.1,57.0,6.41,6.48,4.0,4969,Large
13953,0.75,Premium,E,SI2,61.9,57.0,5.88,5.82,3.62,2829,Large
13954,0.3,Premium,F,VVS1,61.8,59.0,4.29,4.26,2.64,1114,Small
13955,0.34,Ideal,H,VS1,62.7,55.0,4.48,4.51,2.82,596,Small
13956,1.04,Very Good,H,SI1,59.963779527559055,63.0,6.59,6.55,3.87,4484,Large
13957,1.19,Premium,I,VS2,61.7,57.0,6.84,6.77,4.2,5439,Extra Large
13958,0.31,Ideal,E,VS2,61.7,55.0,4.38,4.41,2.71,642,Small
13959,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789,Small
13960,0.64,Premium,D,SI1,62.3,58.0,5.53,5.49,3.43,2074,Medium
13961,2.09,Very Good,F,SI2,62.5,60.0,8.14,8.06,5.06,16210,Extra Large
13962,0.29,Ideal,E,VVS1,62.7,55.0,4.22,4.2,2.64,858,Small
13963,0.7,Ideal,F,VVS1,61.7,56.0,5.68,5.73,3.52,4951,Medium
13964,0.33,Ideal,F,VVS2,60.7,57.0,4.48,4.51,2.73,824,Small
13965,0.57,Ideal,G,VS1,60.3,57.0,5.4,5.42,3.26,1876,Medium
13966,1.5,Premium,I,VVS2,59.7,60.0,7.62,7.46,4.5,10744,Extra Large
13967,2.33,Premium,H,I1,60.7,58.0,8.64,8.56,5.22,8220,Extra Large
13968,1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,4892,Large
13969,0.4,Premium,I,VVS1,59.5,59.0,4.79,4.76,2.84,1080,Small
13970,1.13,Very Good,D,SI2,62.3,60.0,6.59,6.7,4.14,5408,Extra Large
13971,0.42,Premium,E,SI1,62.0,58.0,4.82,4.85,3.0,722,Medium
13972,0.91,Fair,H,SI2,64.4,57.0,6.11,6.09,3.93,2763,Large
13973,1.01,Very Good,F,SI1,63.0,57.0,6.36,6.4,4.02,4549,Large
13974,0.3,Premium,H,VS2,62.7,59.0,4.27,4.22,2.66,608,Small
13975,0.33,Ideal,H,VS2,61.1,56.0,4.5,4.54,2.76,539,Small
13976,0.4,Ideal,G,VS1,61.8,57.0,4.73,4.75,2.93,868,Small
13977,0.37,Ideal,D,VS2,61.1,56.0,4.64,4.66,2.84,1050,Small
13978,0.56,Very Good,H,SI2,59.5,57.0,5.4,5.43,3.22,1144,Medium
13979,0.52,Very Good,G,VVS1,61.9,61.0,5.11,5.13,3.17,2045,Medium
13980,0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,1684,Medium
13981,1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,6760,Extra Large
13982,0.7,Premium,J,SI1,61.3,59.0,5.73,5.75,3.52,1735,Medium
13983,0.41,Very Good,F,VS2,62.6,57.0,4.71,4.74,2.96,863,Medium
13984,1.18,Premium,G,SI2,62.5,54.0,6.81,6.78,4.25,5190,Extra Large
13985,0.53,Premium,E,SI2,60.5,60.0,5.21,5.24,3.16,1141,Medium
13986,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1257,Medium
13987,0.56,Ideal,E,VS1,61.3,55.0,5.29,5.32,3.25,1930,Medium
13988,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,6467,Large
13989,1.58,Premium,F,SI2,60.7,60.0,7.54,7.51,4.57,6990,Extra Large
13990,1.52,Premium,E,VS1,60.6,58.0,7.44,7.38,4.49,16779,Extra Large
13991,0.78,Very Good,F,VS2,62.2,58.0,5.86,5.9,3.66,3429,Large
13992,0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,2826,Medium
13993,0.3,Ideal,E,VVS1,61.7,58.0,4.28,4.31,2.65,862,Small
13994,0.57,Ideal,E,SI1,61.8,57.0,5.33,5.28,3.28,1728,Medium
13995,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,3881,Large
13996,0.57,Premium,G,VS2,59.7,59.0,5.37,5.41,3.22,1608,Medium
13997,0.26,Ideal,G,SI1,62.0,55.0,4.08,4.11,2.54,394,Small
13998,1.53,Ideal,E,SI2,61.0,55.0,7.44,7.5,4.55,10698,Extra Large
13999,1.21,Premium,H,SI1,62.5,60.0,6.77,6.7,4.21,5871,Extra Large
14000,1.15,Very Good,D,SI2,61.8,61.0,6.62,6.69,4.11,5186,Extra Large
14001,0.53,Good,E,VS2,64.0,55.0,5.11,5.14,3.28,1607,Medium
14002,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1115,Medium
14003,2.05,Premium,I,SI2,62.1,59.0,8.13,8.07,5.03,9850,Extra Large
14004,0.53,Good,E,SI2,63.0,60.0,5.11,5.14,3.23,1127,Medium
14005,2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88,16544,Extra Large
14006,0.41,Ideal,F,SI1,61.8,55.0,4.75,4.8,2.95,711,Medium
14007,1.2,Very Good,F,VS2,62.4,58.0,6.76,6.8,4.23,7114,Extra Large
14008,0.77,Ideal,G,VS2,61.7,55.0,5.87,5.9,3.63,3154,Large
14009,2.3,Premium,I,SI2,61.3,58.0,8.53,8.46,5.21,11051,Extra Large
14010,1.52,Premium,I,VS1,60.6,57.0,7.51,7.44,4.53,10300,Extra Large
14011,0.44,Ideal,G,SI1,61.5,57.0,4.87,4.88,3.0,772,Medium
14012,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1230,Medium
14013,0.71,Ideal,E,VS1,60.4,57.0,5.75,5.81,3.49,3464,Large
14014,0.53,Ideal,G,VS1,61.9,55.0,5.22,5.25,3.24,1695,Medium
14015,0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,2823,Large
14016,0.4,Ideal,G,VVS1,61.3,56.0,4.74,4.75,2.91,977,Small
14017,1.04,Premium,G,SI1,59.2,61.0,6.68,6.63,3.94,4811,Large
14018,1.19,Premium,G,SI2,62.4,59.0,6.74,6.71,4.2,4078,Extra Large
14019,0.36,Premium,E,SI1,60.9,60.0,4.61,4.56,2.79,810,Small
14020,0.78,Very Good,H,SI2,62.9,55.0,5.83,5.87,3.68,2125,Large
14021,1.01,Fair,E,SI1,64.7,59.0,6.23,6.11,3.99,4181,Large
14022,0.52,Ideal,H,SI1,62.0,55.0,5.16,5.2,3.21,1730,Medium
14023,1.33,Premium,G,SI2,63.0,59.0,7.0,6.97,4.4,6480,Extra Large
14024,0.7,Very Good,I,SI1,62.8,59.0,5.63,5.67,3.55,1763,Medium
14025,0.71,Premium,F,SI2,61.6,59.0,5.75,5.71,3.53,2482,Large
14026,0.28,Ideal,F,VVS2,61.6,55.0,4.22,4.26,2.61,612,Small
14027,1.5,Ideal,I,SI1,62.7,57.0,7.21,7.3,4.55,8291,Extra Large
14028,0.3,Ideal,I,VS1,62.5,54.0,4.3,4.34,2.7,457,Small
14029,1.34,Premium,D,SI2,61.5,58.0,7.07,7.04,4.34,7438,Extra Large
14030,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,999,Medium
14031,1.23,Premium,G,VS1,62.8,56.0,6.86,6.81,4.29,8381,Extra Large
14032,0.53,Ideal,G,VS1,62.6,54.0,5.19,5.16,3.24,1813,Medium
14033,0.72,Ideal,H,VS1,61.6,59.0,5.75,5.78,3.55,2642,Large
14034,0.38,Good,I,IF,56.6,59.0,4.82,4.87,2.74,886,Small
14035,1.02,Very Good,F,VS2,63.2,57.0,6.34,6.41,4.03,6659,Large
14036,0.51,Very Good,D,VVS2,63.1,58.0,5.1,5.07,3.21,2289,Medium
14037,0.42,Ideal,I,VVS1,60.2,57.0,4.85,4.88,2.93,884,Medium
14038,0.93,Premium,H,SI1,62.8,58.0,6.24,6.21,3.91,3646,Large
14039,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530,Small
14040,0.43,Premium,D,SI1,62.4,60.0,4.79,4.82,3.0,796,Medium
14041,0.36,Ideal,D,VVS1,61.5,55.0,4.61,4.63,2.84,1718,Small
14042,0.7,Very Good,F,SI1,62.8,57.0,5.61,5.66,3.54,2250,Medium
14043,1.02,Good,F,SI2,63.3,61.0,6.28,6.32,3.99,3811,Large
14044,1.37,Very Good,J,SI2,60.7,60.0,7.07,7.19,4.33,5063,Extra Large
14045,0.54,Fair,F,SI1,64.8,59.0,5.11,5.05,3.29,1944,Medium
14046,0.79,Ideal,I,VVS2,61.7,56.0,5.94,5.95,3.67,4092,Large
14047,1.13,Very Good,H,SI2,62.7,55.0,6.61,6.69,4.17,4661,Extra Large
14048,0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23,2815,Medium
14049,0.52,Ideal,G,VS1,61.4,56.0,5.18,5.21,3.19,1722,Medium
14050,0.38,Very Good,F,SI1,61.5,54.0,4.69,4.71,2.89,660,Small
14051,0.51,Ideal,E,VS1,61.5,56.0,5.11,5.16,3.16,1758,Medium
14052,0.4,Very Good,E,SI2,63.1,57.0,4.72,4.7,2.97,798,Small
14053,0.71,Ideal,I,VS1,61.8,56.0,5.68,5.72,3.52,2965,Large
14054,1.5,Fair,D,SI2,68.8,57.0,6.9,6.86,4.73,7469,Extra Large
14055,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63,2358,Large
14056,1.02,Very Good,D,SI2,61.3,62.0,6.42,6.46,3.95,3971,Large
14057,2.01,Ideal,I,SI1,62.3,57.0,8.04,8.08,5.02,15680,Extra Large
14058,0.75,Ideal,E,SI2,61.7,55.0,5.9,5.86,3.63,2609,Large
14059,0.32,Very Good,F,VS2,60.2,59.0,4.4,4.43,2.66,645,Small
14060,0.9,Very Good,D,SI1,60.6,59.0,6.23,6.28,3.79,5040,Large
14061,0.3,Ideal,G,IF,61.5,55.0,4.33,4.35,2.67,863,Small
14062,0.3,Ideal,G,VVS1,62.1,57.0,4.27,4.29,2.66,764,Small
14063,0.55,Very Good,E,SI1,63.2,58.0,5.21,5.23,3.3,1381,Medium
14064,0.31,Ideal,D,VS2,60.7,56.0,4.35,4.38,2.65,734,Small
14065,0.9,Fair,I,I1,67.2,60.0,5.96,5.88,3.98,1786,Large
14066,0.51,Very Good,D,VS1,62.4,58.0,5.13,5.16,3.21,1849,Medium
14067,1.2,Good,D,SI2,62.2,65.0,6.75,6.7,4.18,6344,Extra Large
14068,0.37,Very Good,E,SI2,61.9,55.0,4.63,4.67,2.87,541,Small
14069,0.35,Ideal,D,VS2,62.5,55.0,4.5,4.55,2.83,829,Small
14070,0.37,Very Good,F,IF,60.4,57.0,4.65,4.68,2.81,995,Small
14071,1.0,Fair,H,VS1,64.6,59.0,6.3,6.26,4.06,5242,Large
14072,0.3,Ideal,E,VVS1,62.6,54.0,4.3,4.33,2.7,838,Small
14073,0.31,Ideal,D,VS2,62.0,55.0,4.33,4.35,2.69,734,Small
14074,0.71,Very Good,E,VS2,60.7,56.0,5.81,5.82,3.53,2795,Large
14075,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721,Large
14076,0.37,Premium,E,SI1,59.9,59.0,4.7,4.68,2.81,833,Small
14077,1.52,Premium,D,SI2,60.2,60.0,7.4,7.46,4.47,8737,Extra Large
14078,0.41,Very Good,I,VVS1,61.85408028231143,57.0,4.78,4.82,2.97,863,Medium
14079,0.55,Very Good,F,SI1,62.9,58.0,5.23,5.26,3.3,1260,Medium
