,carat,cut,color,clarity,depth,table,price
14268,0.5,4,7,5,62.2,57.0,1654
14269,0.3,3,2,7,63.0,53.0,473
14270,1.47,4,4,6,62.8,57.0,11113
14271,0.5,4,5,7,61.6,58.0,1715
14272,0.91,4,5,4,61.0,51.0,3546
14273,0.7,4,5,5,59.4,59.0,2596
14274,0.41,5,6,6,62.1,56.0,935
14275,0.3,5,5,6,61.9,55.0,776
14276,1.0,2,3,5,63.4,56.0,4389
14277,0.4,4,3,8,60.6,60.0,1125
14278,0.5,2,4,8,63.9,58.0,1715
14279,1.2,5,5,6,62.3,56.0,8590
14280,0.5,2,7,4,57.1,63.0,1141
14281,0.76,5,6,4,61.5,57.0,2680
14282,0.3,5,6,6,62.1,56.0,844
14283,0.42,5,1,7,61.4,55.0,664
14284,1.02,3,7,10,62.7,57.0,15306
14285,0.8,3,5,7,63.6,56.0,3471
14286,1.04,3,7,4,62.9,58.0,5265
14287,0.71,1,5,5,62.6,57.0,2088
14288,1.02,5,6,7,62.6,56.0,8545
14289,0.73,5,5,4,61.9,55.0,2588
14290,0.39,4,1,9,62.8,58.0,921
14291,0.29,3,6,7,62.1,57.0,496
14292,0.31,4,4,7,61.2,59.0,802
14293,0.92,2,5,4,64.2,58.0,3340
14294,0.54,4,4,9,60.7,56.0,2236
14295,0.71,5,5,4,59.3,57.0,2331
14296,0.4,4,5,8,60.7,58.0,1163
14297,0.31,2,5,5,63.2,56.0,512
14298,1.5,3,4,7,62.4,57.0,13379
14299,1.01,4,7,4,61.7,57.0,5006
14300,1.5,5,4,7,62.3,57.0,14067
14301,0.34,5,3,10,61.9,53.0,863
14302,0.9,2,6,4,59.9,61.0,3660
14303,2.29,5,1,4,62.3,57.0,13200
14304,1.01,4,5,6,60.8,57.0,6702
14305,1.22,4,6,9,61.1,60.0,13824
14306,0.5,3,7,5,58.8,60.0,1436
14307,0.37,4,5,6,60.5,59.0,696
14308,0.5,5,7,4,62.8,56.0,1243
14309,0.41,4,5,8,60.6,58.0,1192
14310,1.0,3,5,6,61.1,60.0,6619
14311,0.4,5,4,5,62.0,55.0,692
14312,0.77,3,2,6,62.4,63.0,2054
14313,1.01,3,5,5,62.9,57.0,6075
14314,0.41,5,7,7,62.8,57.0,1230
14315,2.01,4,2,5,60.9,60.0,15528
14316,0.57,5,4,7,61.2,55.0,1942
14317,0.56,5,5,5,60.1,58.0,1394
14318,0.91,5,2,4,61.6,57.0,3034
14319,0.4,3,4,5,62.9,57.0,699
14320,0.23,3,3,7,59.4,61.0,338
14321,1.57,5,4,6,61.7,56.0,14283
14322,1.07,5,5,4,61.2,57.0,4128
14323,0.57,3,2,6,62.2,55.0,1267
14324,1.55,3,3,5,61.6,54.0,9818
14325,0.4,4,6,5,62.0,61.0,882
14326,0.72,5,5,5,61.5,56.0,2870
14327,1.22,5,4,7,62.0,56.0,9339
14328,0.7,3,4,7,63.2,58.0,2473
14329,0.5,3,4,8,62.9,57.0,1838
14330,2.01,4,2,6,61.1,60.0,17433
14331,0.72,5,6,6,62.0,56.0,2962
14332,1.33,2,2,7,63.7,56.0,7090
14333,0.53,3,6,6,60.1,60.0,1612
14334,1.1,4,1,6,61.2,57.0,3696
14335,0.4,5,5,9,61.7,57.0,1128
14336,1.05,4,4,10,60.6,60.0,9012
14337,0.41,3,4,6,61.0,56.0,827
14338,0.6,5,7,6,62.0,55.0,2444
14339,1.51,5,2,4,61.2,58.0,7362
14340,0.53,5,4,8,61.8,58.0,1941
14341,1.18,5,3,4,62.2,56.0,5657
14342,0.26,2,3,8,63.4,55.0,440
14343,0.49,5,3,4,60.7,56.0,1190
14344,0.61,3,4,8,62.4,55.0,2403
14345,0.78,5,3,5,61.2,56.0,2781
14346,1.44,3,6,3,61.1,62.0,5068
14347,0.3,4,5,10,61.6,58.0,1085
14348,0.31,3,4,9,62.5,57.0,816
14349,0.52,5,7,5,62.4,57.0,1720
14350,0.37,5,6,7,61.6,54.7,886
14351,0.51,5,5,6,61.7,56.0,1660
14352,0.97,5,3,4,60.7,55.0,3729
14353,0.31,5,7,5,61.8,56.0,571
14354,0.32,5,4,8,61.9,57.0,730
14355,1.8,2,2,4,63.2,58.0,9979
14356,0.38,5,6,9,62.6,56.0,1327
14357,1.02,3,3,4,63.4,54.0,4252
14358,0.31,5,3,6,61.4,56.0,646
14359,0.53,5,7,6,62.2,56.0,1809
14360,0.32,5,3,6,62.2,57.0,505
14361,0.76,4,7,5,61.6,59.0,2942
14362,1.17,2,2,5,60.0,64.0,4586
14363,0.5,3,5,8,61.2,57.0,1891
14364,0.32,2,3,5,63.1,54.0,449
14365,0.5,3,7,6,62.8,56.0,1752
14366,0.38,5,2,8,62.0,55.0,721
14367,2.0,5,3,4,61.5,57.0,12587
14368,0.72,3,4,8,60.4,58.0,3043
14369,0.7,4,3,7,62.8,60.0,2367
14370,0.4,3,4,6,63.5,56.0,1035
14371,0.23,5,3,9,61.1,55.0,484
14372,1.01,2,6,4,63.3,58.0,4168
14373,0.41,5,2,9,62.0,54.5,891
14374,1.08,5,3,5,62.8,57.0,4964
14375,0.38,5,4,9,61.9,56.0,993
14376,0.31,5,3,9,60.8,55.0,942
14377,0.62,3,7,6,59.2,59.1,2311
14378,2.03,4,5,5,61.3,59.0,17803
14379,1.04,4,3,6,58.7,62.0,4477
14380,0.7,1,5,6,65.3,55.0,2762
14381,1.55,4,2,5,62.5,60.0,8866
14382,1.51,4,5,5,60.9,61.0,11666
14383,0.33,5,4,10,61.5,55.0,946
14384,0.32,3,2,6,63.0,56.0,449
14385,1.0,3,5,9,61.98725257323832,57.0,9492
14386,0.51,5,3,8,60.1,57.0,1611
14387,1.62,5,3,4,61.8,54.0,8865
14388,1.23,3,3,5,63.0,55.0,5665
14389,0.91,2,6,4,63.9,61.0,3538
14390,0.7,5,4,6,61.2,57.0,2515
14391,0.7,5,3,4,61.6,56.0,2326
14392,0.7,5,7,4,62.1,55.0,2553
14393,2.02,3,7,4,62.3,56.0,17263
14394,1.01,4,4,4,61.5,58.0,3461
14395,1.16,5,5,8,61.8,56.7,10439
14396,0.3,4,6,8,61.6691015339664,58.0,1013
14397,0.5,3,5,4,62.4,56.0,1147
14398,2.33,5,2,6,62.4,57.0,15073
14399,0.81,5,6,6,61.5,57.0,3975
14400,0.7,3,7,6,63.2,60.0,3033
14401,0.59,5,6,5,61.4,56.0,1664
14402,1.5,3,7,6,62.4,59.0,13287
14403,1.2,5,6,8,62.2,57.0,11839
14404,2.1,4,4,4,60.9,57.4,16112
14405,0.3,5,5,6,62.3,58.0,569
14406,0.43,4,7,5,61.0,57.0,993
14407,0.31,4,7,6,62.0,59.0,734
14408,0.51,4,7,4,59.5,61.0,1406
14409,0.43,3,4,5,58.9,60.0,774
14410,1.53,4,3,8,60.4,60.0,12092
14411,0.52,1,1,6,65.3,56.0,1030
14412,0.27,5,6,7,61.6,55.0,603
14413,0.41,3,3,8,63.1,58.0,847
14414,0.25,5,3,9,62.4,55.0,525
14415,1.0,2,6,4,61.5,61.0,4258
14416,0.97,5,3,4,61.6,55.0,3694
14417,1.11,3,4,6,62.3,58.0,6311
14418,0.57,2,7,4,63.8,57.0,1262
14419,2.22,3,2,5,62.4,55.0,17160
14420,0.8,5,5,5,60.1,60.0,3293
14421,2.0,2,4,6,64.1,55.0,17898
14422,0.4,4,7,8,62.0,61.0,1206
14423,1.53,3,6,5,60.8,60.0,12386
14424,1.02,5,7,5,62.2,56.0,6340
14425,2.25,5,2,4,62.4,57.0,17143
14426,0.71,5,7,6,61.2,56.0,3135
14427,0.7,3,7,5,60.3,60.0,2656
14428,1.05,5,4,6,60.8,57.0,6486
14429,1.67,5,2,7,61.6,59.0,11975
14430,0.32,5,4,9,62.2,53.0,814
14431,1.05,4,7,4,58.9,58.0,5134
14432,0.71,5,4,6,62.5,57.0,2511
14433,0.5,5,5,4,60.5,56.0,1118
14434,0.9,4,7,5,62.2,60.0,4612
14435,1.11,5,2,7,61.2,57.0,6758
14436,0.31,3,4,9,62.8,57.0,761
14437,2.3,5,3,4,62.6,57.0,14215
14438,1.07,4,3,6,62.4,59.0,5498
14439,0.98,5,4,4,62.9,57.0,4116
14440,0.5,4,6,6,62.9,59.0,1746
14441,0.9,4,4,6,60.8,61.0,4259
14442,1.02,4,1,5,59.48793503480278,62.0,3444
14443,2.24,5,3,4,61.4,56.0,16300
14444,1.64,4,2,4,61.3,58.0,8587
14445,1.12,4,2,4,61.2,58.0,3669
14446,0.71,5,4,5,59.7,60.0,2522
14447,0.41,5,6,5,62.1,54.0,755
14448,0.33,2,5,9,60.2,64.0,724
14449,0.34,2,5,5,61.9,56.0,581
14450,0.61,3,2,5,63.4,55.0,1356
14451,1.71,5,3,6,62.4,58.0,13190
14452,0.41,5,7,7,61.8,57.0,1151
14453,0.42,2,4,5,63.2,57.0,737
14454,1.22,5,3,5,62.2,54.0,6727
14455,1.05,5,7,4,61.9,56.0,5204
14456,1.31,4,4,8,62.7,59.0,11389
14457,2.0,4,2,4,61.3,59.0,14208
14458,0.9,3,3,8,59.9,61.0,4637
14459,0.33,4,4,6,60.0,58.0,579
14460,0.6,4,5,4,58.9,59.0,1378
14461,0.42,5,7,8,61.4,56.0,1389
14462,0.7,3,3,4,60.0,60.0,2077
14463,0.3,5,3,6,61.9,55.0,496
14464,0.53,2,7,6,58.4,58.0,1625
14465,1.0,2,6,5,63.7,60.0,5082
14466,0.7,5,4,5,62.0,56.0,2699
14467,0.5,4,3,9,62.5,58.0,1710
14468,1.27,4,1,5,61.8,58.0,5121
14469,0.26,4,5,7,59.5,58.0,580
14470,0.9,4,7,5,61.2,60.0,4304
14471,1.0,3,5,6,61.9,58.0,6927
14472,0.9,3,3,7,61.7,58.0,4466
14473,0.7,4,6,4,60.6,59.0,2307
14474,1.7,5,3,3,62.6,54.1,7068
14475,0.39,4,6,4,60.7,62.0,778
14476,0.71,3,7,7,58.1,62.0,3145
14477,0.41,4,5,6,62.6,57.0,1107
14478,1.01,3,7,5,62.2,58.0,5122
14479,1.2,3,4,7,62.5,57.0,8150
14480,0.91,1,7,6,65.7,58.0,4107
14481,0.46,5,4,5,61.4,56.0,990
14482,0.32,4,4,8,62.3,58.0,936
14483,0.31,3,7,5,62.1,58.0,571
14484,0.72,5,5,5,61.7,59.0,2706
14485,0.92,3,7,8,62.8,58.0,7150
14486,2.01,4,2,6,60.3,58.0,17826
14487,0.74,2,3,6,63.0,57.0,2327
14488,0.41,2,6,5,63.1,57.0,705
14489,1.01,1,7,5,65.0,57.0,5385
14490,0.41,5,2,9,61.8,55.0,863
14491,0.9,3,2,7,63.2,57.0,3484
14492,0.9,2,4,5,64.1,59.4,3816
14493,0.33,2,2,8,63.7,56.0,743
14494,0.44,5,7,5,61.6,56.0,838
14495,0.32,3,5,6,61.5,59.7,624
14496,0.71,5,4,6,62.4,54.0,2762
14497,0.52,5,5,6,61.7,56.0,1591
14498,1.02,2,7,6,63.2,58.0,7539
14499,0.55,5,5,8,62.3,54.0,2581
14500,0.38,5,4,6,61.5,54.4,768
14501,1.5,4,4,4,61.7,55.0,5460
14502,1.0,2,3,4,63.7,58.0,3472
14503,0.81,3,4,7,63.1,58.0,3507
14504,1.24,4,5,7,58.0,58.0,9930
14505,0.58,3,6,4,63.5,60.0,1265
14506,0.75,5,7,7,62.4,54.0,3696
14507,0.5,5,6,7,62.2,56.0,1619
14508,0.4,5,6,5,61.2,57.0,945
14509,0.59,5,6,5,61.1,56.0,1790
14510,0.32,5,5,6,62.5,56.0,645
14511,0.38,5,5,8,62.7,56.0,1033
14512,0.34,5,4,5,61.9,55.5,531
14513,0.7,5,7,4,60.4,56.0,2551
14514,0.4,3,5,5,59.6,61.0,927
14515,0.53,5,4,7,61.9,56.0,1721
14516,0.7,4,5,4,61.6,60.0,1597
14517,0.3,2,6,5,63.8,55.0,526
14518,0.54,5,3,6,62.0,54.0,1378
14519,0.72,2,5,5,63.9,62.0,2188
14520,0.31,5,3,7,62.2,57.0,698
14521,2.15,5,3,4,60.3,59.0,16146
14522,0.53,5,7,6,62.2,56.0,1857
14523,0.5,1,6,6,66.3,55.0,1397
14524,0.3,3,4,6,61.8,60.0,505
14525,0.31,4,6,6,61.3,60.0,680
14526,1.04,5,4,6,62.0,57.0,6342
14527,0.33,4,2,5,62.8,58.0,572
14528,1.0,3,6,5,63.1,58.0,4435
14529,0.9,2,6,5,60.8,65.0,3625
14530,0.7,3,2,6,62.8,55.0,1867
14531,0.71,4,5,6,62.6,58.0,2853
14532,0.83,5,3,4,61.1,59.0,2666
14533,0.78,3,3,5,63.1,58.0,2600
14534,0.91,4,5,4,61.7,58.0,3609
14535,0.43,5,4,10,62.4,54.0,1318
14536,0.33,5,4,9,61.7,56.0,868
14537,1.01,3,7,10,63.3,55.0,12581
14538,0.3,5,3,5,62.2,57.0,450
14539,0.51,5,4,7,61.9,56.0,1781
14540,1.02,4,5,4,62.5,60.0,4459
14541,0.33,5,7,6,61.8,56.0,781
14542,1.24,4,3,6,62.8,57.0,5305
14543,0.9,3,6,5,63.2,54.0,4382
14544,1.2,3,2,5,62.4,59.0,5816
14545,1.07,4,5,4,61.8,59.0,4560
14546,0.55,3,5,6,61.6,56.1,1777
14547,1.12,5,6,4,60.9,57.0,3864
14548,1.21,3,4,8,60.4,56.0,9484
14549,1.5,2,2,3,63.7,61.0,3696
14550,0.72,2,3,4,57.9,58.0,2056
14551,1.05,2,5,5,57.9,62.0,4729
14552,0.7,4,5,5,62.9,59.0,2423
14553,0.34,5,7,8,61.2,56.0,885
14554,0.33,5,5,9,61.1,56.0,893
14555,0.36,5,7,5,61.2,57.0,663
14556,1.02,4,5,7,62.0,59.0,7485
14557,1.58,5,2,4,62.3,57.0,6441
14558,0.34,5,6,7,61.2,55.0,875
14559,0.41,5,4,8,60.9,56.0,960
14560,0.58,5,5,7,61.9,54.0,1772
14561,1.06,2,5,4,62.2,61.0,4357
14562,0.91,4,2,6,62.4,61.0,3376
14563,0.24,3,7,9,59.2,59.0,478
14564,0.4,5,5,6,62.0,59.0,1059
14565,2.0,2,4,5,59.1,61.0,17930
14566,1.2,5,2,7,62.8,55.0,6774
14567,1.51,5,7,5,62.103815261044176,56.0,12688
14568,0.35,4,6,5,59.7,60.0,788
14569,0.23,3,5,8,60.8,59.0,472
14570,0.57,4,5,6,60.3,58.0,1847
14571,0.4,3,7,5,63.5,55.0,924
14572,1.02,3,3,4,63.1,59.0,4284
14573,0.42,4,4,7,59.4,59.0,984
14574,1.04,5,5,5,62.1,56.0,4426
14575,0.51,4,3,5,60.6,59.0,1116
14576,0.23,5,5,9,62.4,55.0,505
14577,0.5,1,4,5,65.0,59.0,1050
14578,0.54,5,7,7,61.3,56.0,2378
14579,0.9,2,7,4,59.5,62.0,3798
14580,0.7,3,6,7,62.2,55.0,3154
14581,1.57,5,4,7,61.9,55.0,13462
14582,0.41,5,2,8,61.79148936170213,55.0,788
14583,1.07,5,4,5,62.1,57.0,5232
14584,1.0,2,1,9,63.5,59.0,4633
14585,0.91,4,7,5,61.5,59.0,4165
14586,0.37,5,5,6,61.7,55.0,759
14587,0.3,4,4,9,62.4,59.0,905
14588,0.3,5,5,10,62.1,57.0,886
14589,1.52,5,4,4,61.3,57.0,8852
14590,0.54,5,1,4,61.3,58.0,978
14591,1.11,4,5,6,61.9,58.0,7371
14592,0.71,4,3,7,62.9,57.0,2572
14593,0.26,3,4,9,61.8,57.0,545
14594,1.16,5,3,4,60.9,59.0,5388
14595,1.04,5,5,4,62.6,57.0,4630
14596,0.38,5,7,7,61.8,54.0,983
14597,1.06,5,4,6,61.3,57.0,6809
14598,1.15,3,3,4,63.2,58.0,4767
14599,1.57,4,1,7,61.3,59.0,8595
14600,0.5,4,7,6,61.1,58.0,1845
14601,0.72,3,3,6,61.4,57.0,2462
14602,0.3,5,3,8,61.5,56.0,605
14603,2.0,4,7,4,61.6,59.0,17674
14604,0.23,3,7,9,61.3,61.0,492
14605,1.09,3,6,4,60.9,59.0,5035
14606,0.4,5,2,7,61.9,57.0,736
14607,0.71,4,1,5,62.4,61.0,1690
14608,1.11,4,3,5,61.5,59.0,5315
14609,1.02,4,5,7,62.7,55.0,7677
14610,0.5,4,6,5,60.7,61.0,1415
14611,0.72,5,5,6,61.3,55.0,3495
14612,0.32,4,2,7,62.6,58.0,648
14613,1.52,5,4,7,61.1,56.0,14787
14614,2.0,1,3,4,68.7,55.0,9549
14615,0.7,5,2,5,60.4,57.0,2623
14616,0.53,5,5,6,62.3,55.0,1566
14617,0.23,5,5,8,61.4,57.0,538
14618,0.31,4,6,7,61.0,60.0,636
14619,0.32,5,3,10,62.2,54.0,814
14620,1.75,5,3,3,61.86157407407407,54.9,7276
14621,1.1,4,4,6,60.3,57.0,6032
14622,0.54,3,6,6,60.7,56.0,1637
14623,0.91,5,6,5,61.4,54.0,5252
14624,0.9,3,6,5,63.2,58.0,4560
14625,0.3,2,5,5,57.2,62.0,641
14626,0.75,4,7,4,60.6,56.0,2415
14627,1.55,5,4,6,61.6,55.0,13912
14628,0.4,3,7,6,62.3,58.0,746
14629,1.31,3,2,4,62.7,58.0,5916
14630,1.57,4,1,4,59.6,56.0,6031
14631,1.2,3,4,6,62.2,58.0,8124
14632,1.53,5,3,8,62.2,57.0,13629
14633,1.01,3,5,7,62.6,56.0,8081
14634,2.11,4,1,4,60.7,60.0,12440
14635,0.31,5,7,6,62.1,55.0,734
14636,0.7,5,4,7,61.3,57.0,2839
14637,0.93,2,1,5,63.7,54.0,2438
14638,1.0,3,2,5,63.3,58.0,4200
14639,2.22,5,2,6,61.3,56.0,18531
14640,0.74,5,3,9,61.1,56.0,3804
14641,1.23,5,5,8,61.8,56.0,11141
14642,0.52,5,2,4,61.9,55.0,1125
14643,0.57,4,5,4,61.7,59.0,1176
14644,0.51,4,7,7,59.5,57.0,1873
14645,0.54,5,4,5,61.4,54.0,1384
14646,0.23,3,6,8,62.5,55.0,505
14647,0.28,5,7,9,61.7,57.0,608
14648,0.9,4,2,4,60.6,60.0,3001
14649,2.09,4,3,4,61.0,60.0,10182
14650,0.32,5,4,8,61.6,55.0,730
14651,1.07,5,4,7,61.8,55.0,7198
14652,1.0,3,6,5,60.1,60.0,5865
14653,0.62,4,4,7,62.9,58.0,1770
14654,0.9,2,6,6,63.7,54.0,4770
14655,0.26,5,4,7,62.1,55.0,478
14656,0.51,5,3,9,61.8,55.0,1776
14657,0.61,5,7,4,59.9,57.0,1690
14658,2.64,5,3,4,62.3,55.0,17407
14659,0.35,5,4,4,61.2,56.0,517
14660,1.01,2,4,5,63.7,60.0,5021
14661,2.01,4,2,5,60.2,59.0,17474
14662,0.24,5,6,9,60.2,57.0,678
14663,1.21,5,5,6,61.2,57.0,8452
14664,0.32,3,3,7,63.0,55.0,561
14665,1.53,4,3,7,59.4,59.0,11127
14666,0.53,3,6,8,62.3,55.0,2280
14667,0.35,4,7,5,60.9,58.0,644
14668,0.32,3,6,10,61.4,55.0,1018
14669,0.41,3,5,5,63.1,56.0,878
14670,0.9,4,4,5,60.6,61.0,3407
14671,1.0,4,4,6,62.1,57.0,5806
14672,0.7,2,3,4,63.8,57.0,1856
14673,0.9,3,1,5,63.4,54.0,2834
14674,0.33,4,4,7,61.9,58.0,666
14675,0.35,5,7,5,60.8,55.0,827
14676,0.33,5,5,6,61.4,57.0,854
14677,1.01,5,2,4,61.9,55.0,3733
14678,1.12,3,4,4,61.2,58.0,5504
14679,0.3,4,4,7,62.2,59.0,605
14680,0.34,5,6,4,61.4,55.0,454
14681,0.51,4,4,8,61.7,58.0,1974
14682,1.27,4,1,7,62.6,59.0,5618
14683,1.21,4,5,4,60.13304904051172,60.0,5243
14684,0.51,5,6,5,61.5,55.0,1649
14685,0.3,5,7,6,61.6,56.0,670
14686,0.34,3,5,6,61.5,58.2,730
14687,0.32,5,6,9,61.75580135440181,57.0,890
14688,0.59,5,4,9,61.5,57.0,2166
14689,0.73,5,3,10,62.3,55.0,3785
14690,1.11,4,4,4,62.3,58.0,4755
14691,1.2,3,4,4,61.7,59.0,5518
14692,0.32,5,7,6,61.3,56.0,972
14693,1.2,5,7,6,61.4,56.0,9935
14694,0.36,5,5,10,61.7,55.0,1210
14695,0.73,1,6,8,57.4,59.0,3813
14696,0.42,5,4,8,62.1,57.0,1103
14697,0.4,4,5,9,60.2,59.0,1263
14698,0.55,5,6,7,62.0,56.0,2001
14699,0.3,5,6,6,62.0,57.0,603
14700,1.52,4,1,7,62.0,59.0,8110
14701,0.72,5,5,4,62.0,57.0,2359
14702,1.21,3,5,6,60.1,58.0,10283
14703,0.7,4,6,6,62.8,61.0,2737
14704,1.03,5,4,8,61.6,57.0,7876
14705,1.31,5,4,7,62.2,56.0,10071
14706,0.32,4,2,5,62.7,58.0,554
14707,1.82,3,1,7,62.2,56.0,10090
14708,0.51,2,4,5,63.1,64.0,1107
14709,0.5,5,6,7,62.7,57.0,1591
14710,0.51,4,5,4,58.1,59.0,1052
14711,0.7,1,6,6,64.07843866171004,61.0,2352
14712,1.01,2,7,6,67.0,57.0,6113
14713,0.31,4,4,6,62.4,59.0,698
14714,0.71,5,7,5,60.2,56.0,2822
14715,0.4,4,6,5,61.95853546910756,59.0,945
14716,1.01,5,6,7,61.89937984496124,56.0,9503
14717,1.71,4,2,6,61.5,58.0,9116
14718,0.76,4,1,6,59.9,59.0,2052
14719,1.1,5,1,5,61.5,55.0,4390
14720,1.05,3,2,6,63.1,58.0,4612
14721,0.76,5,6,5,61.3,55.0,3584
14722,0.31,3,4,6,58.8,62.0,471
14723,0.3,5,7,5,62.5,57.0,709
14724,1.04,3,3,6,60.9,58.0,5447
14725,0.54,5,4,4,60.4,59.0,1153
14726,1.04,5,4,4,61.7,56.0,4455
14727,0.41,5,5,8,61.2,56.0,1323
14728,0.7,5,5,7,62.2,56.0,2792
14729,0.41,4,4,5,61.3,58.0,719
14730,0.31,5,3,5,61.3,56.0,464
14731,0.39,5,4,6,62.2,53.9,787
14732,2.05,2,4,4,63.7,61.0,16148
14733,0.73,3,2,6,59.0,61.0,2329
14734,0.43,5,5,9,62.0,57.0,1422
14735,0.3,5,6,8,61.9,58.0,766
14736,0.33,5,6,9,62.6,58.0,852
14737,2.02,4,2,4,62.9,60.0,13991
14738,0.42,5,5,5,62.0,57.0,773
14739,0.41,3,7,7,63.4,56.0,991
14740,0.5,3,4,6,60.3,58.0,1354
14741,0.74,5,3,7,61.0,55.0,3254
14742,0.9,3,4,6,63.1,56.0,4309
14743,0.31,5,4,10,62.7,57.0,924
14744,0.72,3,2,6,63.3,55.0,2337
14745,0.7,1,6,4,64.6,53.0,2092
14746,1.29,3,5,3,58.2,61.0,3774
14747,0.42,3,5,5,63.1,56.0,926
14748,0.51,3,4,7,62.9,58.0,1656
14749,1.28,3,4,8,59.5,56.0,11478
14750,0.39,5,4,5,61.4,55.0,919
14751,0.31,2,6,9,59.0,59.0,826
14752,0.45,5,5,9,61.8,55.0,1833
14753,0.36,4,6,6,59.3,59.0,1013
14754,0.51,5,3,9,61.7,57.0,1837
14755,0.32,5,5,9,61.7,56.0,990
14756,0.54,5,4,8,62.0,56.0,1920
14757,1.12,5,5,4,61.8,55.0,4140
14758,0.52,5,4,9,62.0,55.0,2029
14759,0.7,3,3,5,58.5,65.0,2475
14760,0.36,5,3,6,62.1,55.0,729
14761,2.2,4,4,4,60.4,60.0,15897
14762,1.0,5,7,5,60.6,56.0,5880
14763,0.37,5,4,7,61.0,55.0,810
14764,0.28,3,4,8,62.5,53.0,522
14765,0.31,5,7,7,62.1,57.0,877
14766,1.02,2,3,5,63.9,55.0,4476
14767,0.42,5,6,5,61.5,55.0,773
14768,0.54,5,5,4,60.8,56.0,1235
14769,0.41,5,6,5,62.5,55.0,755
14770,0.25,3,6,8,63.0,57.0,575
14771,0.34,4,7,8,60.1,58.0,984
14772,0.84,2,5,3,60.8,64.0,1749
14773,1.09,2,3,8,58.8,61.0,6651
14774,0.53,5,5,10,61.9,54.0,2802
14775,2.03,5,1,7,62.5,57.0,14579
14776,1.03,5,4,7,63.0,56.0,6659
14777,1.01,5,4,6,62.7,56.0,6108
14778,0.34,4,4,6,60.2,58.0,596
14779,1.64,5,4,8,61.8,56.0,17604
14780,1.07,2,5,5,63.4,56.0,5561
14781,0.51,4,7,6,61.1,59.0,1882
14782,0.41,4,7,5,61.0,59.0,791
14783,1.01,2,5,5,60.5,64.0,4989
14784,1.01,5,2,4,62.4,57.0,4336
14785,0.33,4,4,7,60.5,58.0,854
14786,0.7,4,5,5,61.2,59.0,2239
14787,0.43,3,4,10,62.7,58.0,1286
14788,0.33,4,6,6,60.6,60.0,928
14789,0.37,5,6,9,61.5,56.0,1103
14790,0.43,3,4,6,62.4,56.0,852
14791,0.4,5,6,5,60.6,56.0,772
14792,0.78,5,5,4,60.6,55.0,2365
14793,0.75,5,7,4,62.2,55.0,2757
14794,0.7,3,4,6,61.9,55.0,2507
14795,0.36,3,3,10,62.3,56.0,865
14796,0.8,4,6,5,61.5,58.0,3356
14797,0.52,4,5,5,61.5,60.0,1280
14798,0.32,5,4,9,61.9,56.0,842
14799,1.0,3,3,5,62.4,58.0,4574
14800,0.31,5,5,8,61.2,56.0,761
14801,0.71,5,4,5,61.1,57.0,2307
14802,0.9,4,5,4,62.6,62.0,3210
14803,0.35,5,4,10,60.2,57.0,959
14804,0.39,4,4,7,62.4,57.0,1097
14805,1.31,5,5,4,62.7,57.0,6676
14806,0.9,1,7,4,64.7,59.0,3205
14807,1.52,3,4,8,62.9,59.0,15265
14808,1.0,1,4,8,66.9,55.0,4534
14809,1.02,5,5,6,61.5,57.0,6306
14810,1.01,2,2,5,64.1,59.0,3676
14811,0.5,3,7,4,63.2,56.0,1243
14812,2.06,5,3,4,62.0,57.0,11040
14813,0.35,5,5,6,61.4,56.0,906
14814,2.02,5,2,5,62.4,56.0,16128
14815,0.55,5,6,5,62.4,58.0,1752
14816,1.51,3,3,4,60.8,58.0,7723
14817,1.01,2,6,3,61.5,65.0,3484
14818,0.58,5,4,4,62.1,54.0,1213
14819,2.02,5,1,4,62.2,57.0,12736
14820,1.08,4,5,4,59.9,58.0,3931
14821,0.52,3,6,7,60.7,54.0,1682
14822,0.91,4,7,4,62.3,57.0,3781
14823,0.7,3,6,5,62.7,59.0,2753
14824,0.34,4,7,5,62.7,59.0,803
14825,1.56,5,3,6,61.5,56.0,11531
14826,0.28,5,3,8,61.6,56.0,514
14827,1.13,5,4,6,62.7,57.0,6525
14828,0.31,5,6,7,61.7,56.0,942
14829,0.51,4,5,7,60.9,57.0,1836
14830,1.0,3,6,6,62.1,59.0,6600
14831,0.31,5,4,9,61.3,56.0,789
14832,1.72,4,3,5,62.0,57.0,9266
14833,0.31,5,7,8,62.4,56.0,766
14834,0.27,3,6,6,63.0,57.0,470
14835,0.34,5,7,5,61.2,57.0,803
14836,0.91,3,2,8,63.5,59.0,3618
14837,0.9,4,6,5,61.9,58.0,4209
14838,1.5,4,6,4,62.7,56.0,8988
14839,0.3,5,6,9,62.0,57.0,844
14840,1.0,1,3,4,63.7,54.0,3164
14841,0.9,3,6,4,63.4,62.0,3084
14842,0.51,5,7,6,61.8,55.0,1787
14843,1.52,5,2,9,62.3,55.0,11033
14844,0.3,5,4,8,62.1,55.0,665
14845,0.38,5,2,7,61.5,53.9,703
14846,0.78,3,2,7,60.9,55.0,2694
14847,1.17,4,7,7,61.7,59.0,10115
14848,0.33,5,6,8,60.9,56.0,814
14849,0.54,5,5,6,61.3,57.0,1572
14850,0.32,5,2,8,62.6,54.0,720
14851,0.76,5,7,7,61.1,54.0,3353
14852,0.55,5,5,9,61.9,55.0,2380
14853,0.51,4,6,5,61.3,59.0,1624
14854,0.31,5,4,9,62.5,55.0,816
